Qi_dia_corr,Qi_no_corr,absQc,Qc_dia_corr,Ql,fr,theta0,phi0,phi0_err,Ql_err,absQc_err,fr_err,chi_square,Qi_no_corr_err,Qi_dia_corr_err,A,alpha,delay,photons
947397.0401996494,3523274.6046051015,437329.55670735054,660105.9563122161,389039.66623102746,4462374426.801948,-2.2949674665997257,0.8466260321150252,0.017800976779889923,9516.934782010429,6208.752633118835,121.49137347991041,0.0009098997044096125,606629.0504451972,54746.74398205927,0.018966017978656446,1.9148896266840043,5.984445696380425e-08,110.62828856297213
1165917.5367523418,33167553.283915464,421122.75683317374,646386.9770390622,415842.87095414643,4462371852.075769,-2.2803801033184468,0.8612330176565737,0.018029511209565547,9192.157927033039,5077.656936598198,110.04654973406174,0.0008226694036627168,46661267.04582561,72889.91827494018,0.018966017978656446,1.9157743752886147,5.984445696380425e-08,229.5400657093567
1682843.5369489144,-9140226.127648091,482166.7389617988,729749.8684922804,509018.5718869517,4462371666.675758,-2.2925855687672385,0.8490070848225547,0.015601382585067193,14839.829439754465,4369.864727550137,75.2542293207496,0.0004972237356958604,4287640.210851697,162195.15774431778,0.018966017978656446,1.913375520695799,5.984445696380425e-08,541.7336909094355
1717033.2818851466,-4103177.8922424708,405425.19791607815,609595.2182491517,449876.41050189815,4462372446.644122,-2.298387624309447,0.8432050292803458,0.011426685018053316,6265.001034240765,2598.8474542940353,66.32222138061564,0.0003158621445305475,487153.73572057043,112323.2163927618,0.018966017978656446,1.9145666582883996,5.984445696380425e-08,900.8186185547331
1955859.5640630692,-3143009.4672113243,402940.65228308947,605215.3209008225,462195.06530284934,4462372464.229718,-2.2993359035405025,0.8422567500492907,0.018420408102035785,10477.104603872753,2927.3796792893345,95.69438601035593,0.0004543011126263958,461884.1758653546,234464.789663692,0.018966017978656446,1.9128322511345723,5.984445696380425e-08,1703.0725716181103
2341290.5336127216,-2778810.6870858455,419873.83118018927,627082.3898357324,494608.3598593159,4462374330.843403,-2.3044223299195483,0.8371703236702446,0.0221979404083282,13150.61745824027,3433.4691338100724,108.3604962190554,0.0005371392203476818,425324.03833159065,317919.33268744603,0.018966017978656446,1.911435523204113,5.984445696380425e-08,3347.267311759077
2577244.193699337,-2497694.43711166,418939.2795128446,625547.2837131033,503369.67492385313,4462374144.988939,-2.304630590945581,0.8369694878665512,0.00928181118500397,5843.204403671775,1793.2351203766368,43.96370807146502,0.00016241574943175375,134872.39444379587,157620.3446082503,0.018966017978656446,1.912673479547751,5.984445696380425e-08,6180.250611805646
2717241.1753497985,-2368898.675530108,417284.19522616797,622552.2512455288,506505.76093131304,4462374444.506302,-2.305346061056442,0.8362105766671203,0.012044841932527086,7676.705284041669,1721.7022227358166,55.379947344793784,0.00016223946283841457,165887.02913566207,204176.32829612755,0.018966017978656446,1.9128603311218204,5.984445696380425e-08,11181.113208500785
3002317.656936881,-2096553.3805657425,407119.35517547565,607447.49499614,505226.8674355102,4462375362.56771,-2.3052548200675083,0.8363002532798953,0.008374478171786584,3388.9848607716876,1068.1421936473196,39.534883941890996,7.188058986509942e-05,55481.1006487497,173688.95948511185,0.018966017978656446,1.9142940127513728,5.984445696380425e-08,36054.213445662
3132563.102153395,-2121626.161309177,419986.58699268074,628747.1595407384,523644.69175003585,4462375273.263366,-2.302278974246032,0.8393136793437609,0.009795916944159678,7390.791264832993,1308.430938609955,42.708132279150526,9.502798690574966e-05,114878.06052935924,364525.34569520137,0.018966017978656446,1.917572418439793,5.984445696380425e-08,66540.9944969113
3132200.4013944147,-2050364.676783043,413486.53901267477,620549.1406231315,517936.0481114792,4462374747.3043165,-2.300063809748271,0.841528844534878,0.009650438092611995,9872.401083171408,1691.0721779889723,44.9621510885803,0.00014488634993235452,154544.54500782728,404687.55039523524,0.018966017978656446,1.9197804798758342,5.984445696380425e-08,117291.92501772022
3247909.987831699,-2052662.5333715181,421120.4757138796,633089.7266149299,529816.6960982258,4462374167.251424,-2.298518815256969,0.8430575520930615,0.014782923243552093,12469.89725320877,2554.008952988092,64.4543074241403,0.0003011155476379469,163202.13549750598,390802.6235404623,0.018966017978656446,1.919886494412397,5.984445696380425e-08,213933.1776555745
82133.0295285283,86583.40625700468,347360.83795973944,443845.11995625263,69307.71626001716,4462379100.40239,-2.469655465363177,0.6719371882266165,0.06063941868135665,5977.323400469814,23649.994495570587,2846.905147928095,0.003733497502775129,8211.087817112591,7650.993522549741,0.018938505018581037,-1.7990789183957603,5.8591065270801544e-08,0.016512882706260744
67379.05151539897,71383.57056745411,379335.27275316947,554444.1933383155,60078.04335803615,4462365314.618157,-2.3242643152621536,0.8173283383276396,0.059026046618356635,5212.243785826554,25449.216327831982,3120.5956583156694,0.002498480369147043,6632.155250250315,6155.929679358897,0.018938505018581037,-1.805584497987369,5.8591065270801544e-08,0.017663126185801487
54584.06309615483,56856.33927643446,363217.44234280207,494805.9538257084,49160.92133471878,4462382076.290003,-2.395079418165975,0.7465143524665939,0.05429419221324136,3606.9257147263447,20506.23909958724,3332.246161605906,0.0016433719578136405,4426.625361816633,4193.40122136826,0.018938505018581037,-1.8076411775684318,5.8591065270801544e-08,0.02356653315988957
117903.29627554111,129182.96043004972,412453.8260813617,593843.3634011628,98372.2073921,4462374395.77304,-2.3385903641045114,0.8030022894852817,0.028383238530620268,3680.202528830083,11375.859752357237,884.9708476554289,0.000752758239505407,5587.200635824544,4959.231617488654,0.018938505018581037,-1.8148290828038534,5.8591065270801544e-08,0.13981861943216703
130854.52551061902,143245.41921732854,447064.33262361115,634611.8635472275,108485.27835440551,4462379863.444647,-2.3524703380779743,0.7891217419192875,0.022659569234473428,3468.391653168722,10019.102767533379,615.7824712345714,0.0004701647676173036,5339.212900474138,4696.401652316203,0.018938505018581037,-1.8188734575152359,5.8591065270801544e-08,0.28295960977723755
261771.59369311054,312119.78359941876,542865.2185422054,815759.2825747621,198177.71552790067,4462369524.792626,-2.2989227385441855,0.8426699150456076,0.03232327854125822,11702.17126376004,21413.558801970496,476.5831633138981,0.001494403961192346,23933.529005228374,18353.418039650023,0.018938505018581037,-1.8208698909543637,5.8591065270801544e-08,1.3062931301626342
276786.3576000281,335121.9536906623,462058.43133387534,651329.1891448627,194242.01490241734,4462375799.76976,-2.359454864021435,0.7821377895683583,0.016061091270197923,4590.237121959957,7555.525239705947,254.83417523384094,0.00042073001269298134,11450.58099980105,8364.925171803621,0.018938505018581037,-1.8182819988811807,5.8591065270801544e-08,2.7949730048853545
379068.9209073427,563774.4831906765,402828.4436804669,617984.8915818232,234951.07591447918,4462374319.786058,-2.2808079554512397,0.860785612352904,0.01849073568124647,6681.522845874789,6164.4035274014495,207.66023761092376,0.000704452213248901,32419.880145025454,16335.398703380486,0.018938505018581037,-1.815545325925752,5.8591065270801544e-08,7.664240370523192
